concept,layer,domain,quadrant,synset_count,child_count,sibling_count,est_f1_ceiling,issue_count,issues,probe_grade,probe_f1
Freezer,3,CreatedThings,B,1,1,90,0.83,0,,,
Frequency,3,PhysicalWorld,A,1,0,4,0.88,0,,,
FreshWaterArea,3,PhysicalWorld,C,5,3,15,0.76,2,true_polysemy(high); combined(critical),,
Friday,3,PhysicalWorld,A,3,0,7,0.88,0,,,
FriendRequest,3,Information,A,1,0,0,0.88,0,,,
Frightening,3,LivingThings,B,2,0,10,0.83,0,,,
Frosting,3,PhysicalWorld,B,1,0,22,0.83,0,,,
FruitOrVegetable,3,LivingThings,C,50,13,11,0.76,3,true_polysemy(medium); dense_siblings(medium); combined(critical),,
FuelCapLock,3,CreatedThings,A,1,0,7,0.88,0,,,
FuelFilter,3,CreatedThings,A,1,0,3,0.88,0,,,
FuelInjector,3,CreatedThings,A,1,0,1,0.88,0,,,
FullBoard,3,Information,A,1,0,4,0.88,0,,,
Function,3,Information,B,30,5,11,0.83,0,,,
Funeral,3,MindsAndAgents,A,2,2,5,0.88,0,,,
FuneralArranger,3,MindsAndAgents,B,1,0,20,0.83,0,,,
FungalAgent,3,LivingThings,A,1,2,2,0.88,0,,,
FutureSeedingAction,3,MindsAndAgents,A,0,0,2,0.88,0,,,
GainingConsciousness,3,LivingThings,B,1,0,10,0.83,0,,,
Gallbladder,3,LivingThings,B,1,0,23,0.83,0,,,
GameBoard,3,CreatedThings,A,2,0,6,0.88,0,,,
GameConsole,3,CreatedThings,B,1,0,80,0.83,0,,,
GameGoal,3,CreatedThings,A,1,0,6,0.88,0,,,
GamePiece,3,CreatedThings,A,14,4,6,0.88,0,,,
GamePlatform,3,Information,A,1,0,5,0.88,0,,,
GameShot,3,MindsAndAgents,C,10,6,14,0.76,2,true_polysemy(high); combined(critical),,
Garage,3,CreatedThings,B,1,0,61,0.83,0,,,
GarbageDisposer,3,CreatedThings,B,1,0,81,0.83,0,,,
GardenAppliance,3,CreatedThings,B,1,2,10,0.83,0,,,
GasMixture,3,PhysicalWorld,C,2,5,23,0.76,2,true_polysemy(medium); combined(critical),,
GastroIntestinalTract,3,LivingThings,B,1,0,33,0.83,0,,,
GAU12U,3,CreatedThings,A,1,0,7,0.88,0,,,
Gear,3,CreatedThings,B,2,4,33,0.83,0,,,
Gearbox,3,CreatedThings,B,2,2,33,0.83,0,,,
GearTooth,3,CreatedThings,B,1,0,33,0.83,0,,,
GearTrain,3,CreatedThings,B,2,1,33,0.83,0,,,
Gemstone,3,PhysicalWorld,B,4,2,23,0.83,0,,,
GeochronologicAge,3,PhysicalWorld,A,1,0,6,0.88,0,,,
GeochronologicEon,3,PhysicalWorld,A,1,0,6,0.88,0,,,
GeochronologicEpoch,3,PhysicalWorld,A,1,0,6,0.88,0,,,
GeochronologicEra,3,PhysicalWorld,A,1,0,6,0.88,0,,,
GeochronologicPeriod,3,PhysicalWorld,A,1,0,6,0.88,0,,,
GeochronologicSubPeriod,3,PhysicalWorld,A,1,0,6,0.88,0,,,
GeochronologicSuperEon,3,PhysicalWorld,A,1,0,6,0.88,0,,,
Geography,3,PhysicalWorld,B,5,0,19,0.83,0,,,
Geology,3,PhysicalWorld,B,9,0,19,0.83,0,,,
GeometricFigure,3,Information,A,3,4,2,0.88,0,,,
GERefluxDisease,3,LivingThings,B,1,0,19,0.83,0,,,
Getting,3,MindsAndAgents,A,50,4,5,0.88,0,,,
Gills,3,LivingThings,B,1,0,33,0.83,0,,,
Giving,3,MindsAndAgents,A,50,7,5,0.88,0,,,
Glacier,3,PhysicalWorld,B,8,0,22,0.83,0,,,
Gland,3,LivingThings,B,47,9,23,0.83,0,,,
Glass,3,PhysicalWorld,B,1,0,23,0.83,0,,,
GliderPlane,3,CreatedThings,A,2,0,6,0.88,0,,,
GlobalCrossFunctionalTeam,3,MindsAndAgents,A,1,0,0,0.88,0,,,
Glottis,3,PhysicalWorld,A,1,0,8,0.88,0,,,
Glue,3,CreatedThings,B,2,0,31,0.83,0,,,
GluteusMaximusMuscle,3,LivingThings,B,2,0,11,0.83,0,,,
Goal,3,Information,B,1,0,18,0.83,0,,,
GoalDecompositionProcess,3,MindsAndAgents,A,1,0,8,0.88,0,,,
GoalFormulationProcess,3,MindsAndAgents,A,1,0,8,0.88,0,,,
Golf,3,CreatedThings,B,5,0,34,0.83,0,,,
GolfHole,3,PhysicalWorld,A,1,0,8,0.88,0,,,
GolfManeuver,3,MindsAndAgents,B,10,2,11,0.83,0,,,
GolfPackage,3,Information,A,1,0,0,0.88,0,,,
Government,3,MindsAndAgents,B,50,4,13,0.83,0,,,
GovernmentAgency,3,Information,A,1,0,3,0.88,0,,,
GovernmentCabinet,3,MindsAndAgents,B,3,0,10,0.83,0,,,
GovernmentRegulatoryBody,3,MindsAndAgents,B,1,2,10,0.83,0,,,
GPUAccelerator,3,CreatedThings,B,1,0,12,0.83,0,,,
GrammaticalGender,3,Information,A,1,0,0,0.88,0,,,
GramStaining,3,MindsAndAgents,A,1,0,9,0.88,0,,,
GraphArc,3,Information,A,17,1,1,0.88,0,,,
GraphicDesigning,3,MindsAndAgents,A,1,0,0,0.88,0,,,
GraphNode,3,Information,A,7,0,1,0.88,0,,,
Grassland,3,PhysicalWorld,B,2,4,27,0.83,0,,,
Gravel,3,PhysicalWorld,B,5,0,23,0.83,0,,,
Grease,3,PhysicalWorld,A,2,0,0,0.88,0,,,
GreenhouseGas,3,PhysicalWorld,A,1,0,6,0.88,0,,,
Greeting,3,MindsAndAgents,D,5,0,4,0.85,1,true_polysemy(medium),,
Grenade,3,CreatedThings,A,2,0,8,0.88,0,,,
Grill,3,CreatedThings,B,1,0,27,0.83,0,,,
GroupIdentity,3,Information,B,0,0,32,0.83,0,,,
GroupOfAnimals,3,MindsAndAgents,A,16,2,2,0.88,0,,,
GroupOfPeople,3,MindsAndAgents,A,50,12,2,0.88,1,dense_siblings(medium),,
GuidingMotion,3,MindsAndAgents,B,1,0,13,0.83,0,,,
GuineaPig,3,LivingThings,A,1,0,8,0.88,0,,,
GunBarrel,3,CreatedThings,B,2,0,33,0.83,0,,,
GunBore,3,CreatedThings,A,1,0,4,0.88,0,,,
GunPowder,3,PhysicalWorld,B,1,0,23,0.83,0,,,
GunStock,3,CreatedThings,B,2,0,33,0.83,0,,,
Gunstock,3,CreatedThings,B,1,0,33,0.83,0,,,
GunTrigger,3,CreatedThings,B,1,0,33,0.83,0,,,
Gymnastics,3,CreatedThings,B,1,0,34,0.83,0,,,
Gyrator,3,CreatedThings,A,1,0,2,0.88,0,,,
Hair,3,LivingThings,C,50,1,33,0.76,2,true_polysemy(high); combined(critical),,
HairDryer,3,CreatedThings,B,1,0,82,0.83,0,,,
HairIron,3,CreatedThings,B,1,0,90,0.83,0,,,
HalfBoard,3,Information,A,1,0,4,0.88,0,,,
Hallucination,3,LivingThings,B,12,0,19,0.83,0,,,
Hamster,3,LivingThings,D,4,0,8,0.85,1,true_polysemy(medium),,
HamstringMuscle,3,LivingThings,B,1,0,11,0.83,0,,,
Hand,3,LivingThings,B,5,0,37,0.83,0,,,
HandGesture,3,MindsAndAgents,A,1,2,5,0.88,0,,,
HandGrenade,3,CreatedThings,A,1,0,2,0.88,0,,,
HandicraftProduct,3,CreatedThings,B,1,1,18,0.83,0,,,
Handle,3,CreatedThings,C,13,0,33,0.76,2,true_polysemy(medium); combined(critical),,
HandTool,3,CreatedThings,A,31,0,0,0.88,0,,,
HandwovenCarpet,3,CreatedThings,B,1,0,10,0.83,0,,,
Harbor,3,PhysicalWorld,B,1,1,17,0.83,0,,,
HardcopyDocument,3,CreatedThings,B,1,1,14,0.83,0,,,
Harrier2,3,CreatedThings,B,1,0,10,0.83,0,,,
Headache,3,LivingThings,B,6,0,19,0.83,0,,,
HeadBone,3,LivingThings,B,1,3,14,0.83,0,,,
HealthDepartment,3,MindsAndAgents,B,1,0,10,0.83,0,,,
HearingProtection,3,CreatedThings,B,1,0,12,0.83,0,,,
Heart,3,LivingThings,B,1,0,33,0.83,0,,,
HeartAttack,3,LivingThings,B,2,0,19,0.83,0,,,
HeartBeat,3,PhysicalWorld,B,1,0,29,0.83,0,,,
HeartPalpitation,3,LivingThings,B,1,0,19,0.83,0,,,
HeartPalpitations,3,LivingThings,B,1,0,19,0.83,0,,,
HeatingAppliance,3,CreatedThings,B,1,4,28,0.83,0,,,
HeavySurf,3,PhysicalWorld,B,1,0,22,0.83,0,,,
Helicopter,3,CreatedThings,A,5,3,4,0.88,0,,,
Helmet,3,CreatedThings,A,10,1,8,0.88,0,,,
HemostaticGauze,3,CreatedThings,A,1,0,1,0.88,0,,,
HerbaceousPlant,3,LivingThings,A,1,11,5,0.88,1,dense_siblings(medium),,
HiddenSubgraph,3,Information,A,1,0,2,0.88,0,,,
HilbertSpace,3,Information,A,1,0,3,0.88,0,,,
Hill,3,PhysicalWorld,B,6,2,23,0.83,0,,,
Hinge,3,CreatedThings,B,1,0,33,0.83,0,,,
Hiring,3,MindsAndAgents,B,12,0,19,0.83,1,combined(critical),,
HistoricalAccount,3,Information,A,4,1,7,0.88,0,,,
HoistingDevice,3,CreatedThings,A,1,0,1,0.88,0,,,
HolidayCard,3,Information,B,1,0,16,0.83,0,,,
HomeOfficeAppliance,3,CreatedThings,B,1,8,10,0.83,0,,,
Hops,3,LivingThings,B,4,0,10,0.83,0,,,
Hormone,3,PhysicalWorld,C,50,5,51,0.76,2,true_polysemy(high); combined(critical),,
Horn,3,LivingThings,C,7,0,14,0.76,2,true_polysemy(medium); combined(critical),,
HornInstrument,3,CreatedThings,A,4,1,3,0.88,0,,,
HorseRacing,3,CreatedThings,B,14,0,34,0.83,0,,,
Hose,3,CreatedThings,A,5,1,4,0.88,0,,,
HospitalOrganization,3,MindsAndAgents,A,4,0,1,0.88,0,,,
Hotel,3,MindsAndAgents,B,1,0,26,0.83,0,,,
HotelBuilding,3,CreatedThings,A,2,0,5,0.88,0,,,
HotelUnit,3,CreatedThings,B,1,2,63,0.83,0,,,
HotWaterHeater,3,CreatedThings,B,1,0,25,0.83,0,,,
House,3,CreatedThings,A,11,0,5,0.88,0,,,
HousekeepingPolicy,3,Information,A,1,3,3,0.88,0,,,
HouseUtilityAppliance,3,CreatedThings,B,1,7,10,0.83,0,,,
Human,3,MindsAndAgents,A,50,5,1,0.88,0,,,
HumanLanguage,3,Information,A,1,5,3,0.88,0,,,
Humidifier,3,CreatedThings,B,1,0,81,0.83,0,,,
Humus,3,PhysicalWorld,B,1,0,23,0.83,0,,,
Hunting,3,MindsAndAgents,D,20,1,1,0.85,1,true_polysemy(medium),,
HybridCognitiveSystem,3,MindsAndAgents,A,1,0,6,0.88,0,,,
HydraulicFluid,3,PhysicalWorld,B,1,0,23,0.83,0,,,
Hydrometer,3,CreatedThings,B,3,0,20,0.83,0,,,
HydrophilicLipidHead,3,PhysicalWorld,A,1,0,6,0.88,0,,,
HydrophobicLipidTail,3,PhysicalWorld,A,1,0,6,0.88,0,,,
HydropowerWaterArea,3,PhysicalWorld,B,1,0,15,0.83,0,,,
HyperCautiousMasking,3,MindsAndAgents,A,0,0,3,0.88,0,,,
HyperGraph,3,Information,A,1,0,2,0.88,0,,,
HyperplaneOptimizationProcess,3,MindsAndAgents,A,1,0,1,0.88,0,,,
Hypothesis,3,Information,A,1,0,8,0.88,0,,,
HypothesisGeneration,3,MindsAndAgents,A,1,0,5,0.88,0,,,
HypothesisTest,3,MindsAndAgents,A,1,0,5,0.88,0,,,
IceCreamMaker,3,CreatedThings,B,1,0,84,0.83,0,,,
IceSkating,3,CreatedThings,B,1,0,34,0.83,0,,,
Icing,3,PhysicalWorld,B,2,0,22,0.83,0,,,
IdentityFusion,3,Information,B,0,0,32,0.83,0,,,
IEBrowser,3,CreatedThings,A,1,0,2,0.88,0,,,
IED,3,CreatedThings,A,1,0,2,0.88,0,,,
Image,3,Information,A,1,5,2,0.88,0,,,
ImaginaryNumber,3,PhysicalWorld,A,1,0,3,0.88,0,,,
Imagining,3,LivingThings,C,14,1,10,0.76,2,true_polysemy(medium); combined(critical),,
ImitationLearningProcess,3,MindsAndAgents,A,1,0,4,0.88,0,,,
Immigrating,3,PhysicalWorld,B,2,0,25,0.83,0,,,
Importing,3,MindsAndAgents,B,1,0,24,0.83,0,,,
Inclining,3,PhysicalWorld,B,7,1,29,0.83,0,,,
IndependentState,3,MindsAndAgents,B,1,0,10,0.83,0,,,
Index,3,PhysicalWorld,A,6,7,0,0.88,0,,,
InductiveArgument,3,Information,A,1,0,4,0.88,0,,,
InductiveInference,3,MindsAndAgents,A,1,0,6,0.88,0,,,
InductiveReasoning,3,MindsAndAgents,A,1,0,2,0.88,0,,,
InductorElement,3,CreatedThings,B,1,0,80,0.83,0,,,
IndustrialPlant,3,CreatedThings,B,6,0,61,0.83,0,,,
IndustrialPollution,3,MindsAndAgents,A,1,0,4,0.88,0,,,
IndustrialProduct,3,CreatedThings,B,1,0,18,0.83,0,,,
InferentialJustification,3,Information,A,1,0,3,0.88,0,,,
InfiltrationOperation,3,CreatedThings,A,1,0,3,0.88,0,,,
InfiniBandFabric,3,CreatedThings,B,1,0,12,0.83,0,,,
Inflation,3,Information,A,2,0,0,0.88,0,,,
InformationSocietyService,3,MindsAndAgents,A,1,0,0,0.88,0,,,
IngroupConcept,3,Information,A,0,0,1,0.88,0,,,
Injuring,3,LivingThings,C,50,1,19,0.76,2,true_polysemy(medium); combined(critical),,
InlandWaterSystem,3,PhysicalWorld,B,1,0,20,0.83,0,,,
InnerAlignment,3,PhysicalWorld,A,1,0,2,0.88,0,,,
InnerEar,3,LivingThings,B,1,0,10,0.83,0,,,
Insoluble,3,Information,A,2,0,1,0.88,0,,,
Insomnia,3,LivingThings,B,1,0,19,0.83,0,,,
InstitutionalAgent,3,MindsAndAgents,A,1,0,6,0.88,0,,,
Instruction,3,Information,B,1,0,14,0.83,0,,,
InstrumentalizationState,3,Information,B,0,0,32,0.83,0,,,
InstrumentalObjective,3,Information,A,1,0,3,0.88,0,,,
InsuranceCompany,3,MindsAndAgents,B,1,1,20,0.83,0,,,
InsurancePolicy,3,Information,B,2,0,12,0.83,0,,,
IntelligenceReport,3,Information,A,1,0,5,0.88,0,,,
IntelligenceSource,3,Information,A,1,0,5,0.88,0,,,
Intention,3,Information,B,1,0,12,0.83,0,,,
Interest,3,PhysicalWorld,A,1,0,1,0.88,0,,,
InterferencePattern,3,Information,A,1,0,6,0.88,0,,,
IntermodalTrip,3,PhysicalWorld,A,1,0,0,0.88,0,,,
InternalBeliefPolicy,3,Information,B,0,0,32,0.83,0,,,
InternalCombustionChamber,3,PhysicalWorld,A,1,0,8,0.88,0,,,
InternalDeliberation,3,MindsAndAgents,A,1,0,3,0.88,0,,,
InternalizedStereotype,3,Information,B,0,0,32,0.83,0,,,
InternalPolicy,3,Information,B,1,0,32,0.83,0,,,
InternationalAgreement,3,Information,A,1,0,3,0.88,0,,,
Interpreting,3,MindsAndAgents,D,25,0,9,0.85,1,true_polysemy(medium),,
Intestine,3,LivingThings,B,2,0,33,0.83,0,,,
IntransitiveRelation,3,Information,A,1,0,9,0.88,0,,,
IntrusionDetectionProcess,3,CreatedThings,A,1,0,0,0.88,0,,,
InvoiceNumber,3,Information,B,1,0,13,0.83,0,,,
InvoluntaryMuscle,3,LivingThings,B,3,1,11,0.83,0,,,
Ion,3,PhysicalWorld,A,3,0,6,0.88,0,,,
IoTDevice,3,CreatedThings,B,1,7,12,0.83,0,,,
IroningService,3,MindsAndAgents,B,1,0,19,0.83,0,,,
IronOre,3,CreatedThings,B,9,0,10,0.83,0,,,
IrreflexiveRelation,3,Information,A,1,1,9,0.88,0,,,
IrrigatedLand,3,PhysicalWorld,B,1,0,26,0.83,0,,,
Island,3,PhysicalWorld,C,50,0,26,0.76,2,true_polysemy(high); combined(critical),,
Isthmus,3,PhysicalWorld,B,7,0,26,0.83,0,,,
Itching,3,MindsAndAgents,A,1,0,0,0.88,0,,,
Ivory,3,LivingThings,B,1,0,14,0.83,0,,,
January,3,PhysicalWorld,B,1,0,11,0.83,0,,,
Jewelry,3,CreatedThings,A,15,1,7,0.88,0,,,
JewishHoliday,3,PhysicalWorld,A,1,2,4,0.88,0,,,
JoiningAnOrganization,3,MindsAndAgents,B,17,4,18,0.83,0,,,
JointDoctrine,3,Information,A,1,2,4,0.88,0,,,
JointOperation,3,MindsAndAgents,A,1,2,3,0.88,0,,,
JointTest,3,Information,A,1,0,3,0.88,0,,,
JudicialOrganization,3,MindsAndAgents,B,5,4,10,0.83,0,,,
July,3,PhysicalWorld,B,1,0,11,0.83,0,,,
Jumping,3,PhysicalWorld,C,16,0,27,0.76,2,true_polysemy(medium); combined(critical),,
June,3,PhysicalWorld,B,1,0,11,0.83,0,,,
Jungle,3,PhysicalWorld,B,1,0,27,0.83,0,,,
Kayak,3,CreatedThings,B,1,0,18,0.83,0,,,
Keelboat,3,CreatedThings,B,1,0,16,0.83,0,,,
Kettle,3,CreatedThings,B,1,1,24,0.83,0,,,
Key,3,CreatedThings,D,5,0,7,0.85,1,true_polysemy(medium),,
Kidney,3,LivingThings,B,1,0,33,0.83,0,,,
KiteSurfing,3,CreatedThings,B,1,0,34,0.83,0,,,
KneelingDown,3,PhysicalWorld,B,1,0,27,0.83,0,,,
Knife,3,CreatedThings,A,4,0,4,0.88,0,,,
Knowing,3,Information,A,1,0,9,0.88,0,,,
KnowledgeClaim,3,MindsAndAgents,B,1,0,14,0.83,0,,,
LabCorp,3,MindsAndAgents,A,1,0,2,0.88,0,,,
Laboratory,3,CreatedThings,B,2,0,61,0.83,0,,,
LaborStriking,3,MindsAndAgents,C,6,0,18,0.76,2,true_polysemy(medium); combined(critical),,
Lacrosse,3,CreatedThings,B,1,0,34,0.83,0,,,
Lanai,3,CreatedThings,B,1,0,61,0.83,0,,,
Landing,3,PhysicalWorld,C,16,0,25,0.76,2,true_polysemy(medium); combined(critical),,
LandingWaterLand,3,PhysicalWorld,B,1,0,25,0.83,0,,,
LandlockedArea,3,PhysicalWorld,B,1,0,26,0.83,0,,,
Landslide,3,PhysicalWorld,A,1,3,9,0.88,0,,,
LandSubsidence,3,PhysicalWorld,A,1,0,6,0.88,0,,,
LandTransitway,3,PhysicalWorld,C,21,10,31,0.76,3,true_polysemy(medium); dense_siblings(medium); combined(critical),,
LanguageComprehensionProcess,3,MindsAndAgents,A,1,0,4,0.88,0,,,
LanguageGenerationProcess,3,MindsAndAgents,A,1,0,4,0.88,0,,,
LanguageModel,3,MindsAndAgents,D,13,1,4,0.85,1,true_polysemy(medium),,
LanguageSemantics,3,Information,B,1,0,14,0.83,0,,,
LanguageSyntax,3,Information,B,1,0,14,0.83,0,,,
LatentMode,3,Information,B,1,0,13,0.83,0,,,
LateralMovementOperation,3,CreatedThings,A,1,0,3,0.88,0,,,
LatissimusDorsi,3,LivingThings,B,1,0,11,0.83,0,,,
LaundryAppliance,3,CreatedThings,B,1,3,10,0.83,0,,,
LaundryService,3,MindsAndAgents,B,1,1,19,0.83,0,,,
LawFirm,3,MindsAndAgents,B,1,0,20,0.83,0,,,
Layer,3,CreatedThings,A,1,5,5,0.88,0,,,
LCAC,3,CreatedThings,B,1,0,22,0.83,0,,,
LeafSpring,3,CreatedThings,A,1,0,1,0.88,0,,,
LeapYear,3,PhysicalWorld,A,1,0,0,0.88,0,,,
Learning,3,MindsAndAgents,A,50,1,9,0.88,0,,,
Leather,3,CreatedThings,B,27,0,10,0.83,0,,,
Leaving,3,PhysicalWorld,B,26,0,25,0.83,1,combined(critical),,
LeavingAnOrganization,3,MindsAndAgents,B,15,3,18,0.83,0,,,
LeftAtrium,3,LivingThings,B,1,0,10,0.83,0,,,
LeftVentricle,3,LivingThings,B,1,0,10,0.83,0,,,
Leg,3,LivingThings,A,1,0,2,0.88,0,,,
LegalAction,3,MindsAndAgents,A,43,2,5,0.88,0,,,
LegalOpinion,3,Information,A,1,0,4,0.88,0,,,
LegBone,3,LivingThings,B,1,4,14,0.83,0,,,
LegislativeChamber,3,MindsAndAgents,A,5,0,1,0.88,0,,,
Lens,3,CreatedThings,A,4,0,2,0.88,0,,,
Lesion,3,LivingThings,A,1,0,3,0.88,0,,,
Library,3,MindsAndAgents,D,2,1,2,0.85,1,true_polysemy(medium),,
LibraryScience,3,PhysicalWorld,B,1,0,19,0.83,0,,,
License,3,Information,B,1,2,12,0.83,0,,,
LicenseAgreement,3,Information,A,1,0,3,0.88,0,,,
Lichen,3,LivingThings,D,29,0,3,0.85,1,true_polysemy(medium),,
LightBulb,3,CreatedThings,B,1,6,81,0.83,0,,,
LightingAppliance,3,CreatedThings,B,1,2,10,0.83,0,,,
Lightning,3,PhysicalWorld,B,4,3,28,0.83,0,,,
LikelihoodFunction,3,Information,B,1,0,13,0.83,0,,,
LinearAlgebraReasoning,3,MindsAndAgents,A,1,0,2,0.88,0,,,
LinearEquation,3,Information,D,2,0,3,0.85,1,true_polysemy(medium),,
LipidBilayer,3,LivingThings,B,1,0,11,0.83,0,,,
LiquidBodySubstance,3,PhysicalWorld,B,1,3,19,0.83,0,,,
LiquidMixture,3,PhysicalWorld,B,1,5,23,0.83,0,,,
Liver,3,LivingThings,B,1,0,33,0.83,0,,,
Livestock,3,LivingThings,A,1,12,8,0.88,1,dense_siblings(medium),,
LoadedQuestion,3,MindsAndAgents,B,1,0,14,0.83,0,,,
Lock,3,CreatedThings,A,7,1,7,0.88,0,,,
LockedInSilenceState,3,Information,B,0,0,32,0.83,0,,,
Locomotive,3,CreatedThings,B,12,0,12,0.83,0,,,
LogEvent,3,Information,A,1,0,2,0.88,0,,,
LogicalArgument,3,Information,A,1,2,9,0.88,0,,,
LogicalOperator,3,Information,A,1,0,5,0.88,0,,,
Logo,3,Information,A,1,2,8,0.88,0,,,
LogPoisoningAttack,3,CreatedThings,A,1,0,2,0.88,0,,,
LosingConsciousness,3,LivingThings,B,1,0,10,0.83,0,,,
LowerLeg,3,LivingThings,A,1,0,5,0.88,0,,,
LowlandArea,3,PhysicalWorld,B,5,2,22,0.83,0,,,
Lumber,3,CreatedThings,B,4,2,19,0.83,0,,,
Lung,3,LivingThings,C,2,0,33,0.76,2,true_polysemy(medium); combined(critical),,
LyingDown,3,PhysicalWorld,B,2,0,29,0.83,0,,,
M242,3,CreatedThings,A,1,0,7,0.88,0,,,
MachineTool,3,CreatedThings,A,1,0,0,0.88,0,,,
MalarialPlasmodium,3,LivingThings,D,2,1,3,0.85,1,true_polysemy(medium),,
Managing,3,MindsAndAgents,B,39,0,31,0.83,1,combined(critical),,
Manifold,3,CreatedThings,B,1,0,33,0.83,0,,,
Manufacture,3,MindsAndAgents,C,42,3,10,0.76,2,true_polysemy(high); combined(critical),,
ManufacturedProduct,3,CreatedThings,B,1,11,18,0.83,1,dense_siblings(medium),,
Manufacturer,3,MindsAndAgents,A,2,1,2,0.88,0,,,
Map,3,Information,A,5,0,8,0.88,0,,,
Marble,3,PhysicalWorld,A,2,0,4,0.88,0,,,
March,3,PhysicalWorld,B,1,0,11,0.83,0,,,
MarginRegion,3,Information,A,1,0,7,0.88,0,,,
MaritimeContiguousZone,3,PhysicalWorld,A,1,0,6,0.88,0,,,
MaritimeExclusiveEconomicZone,3,PhysicalWorld,A,1,0,6,0.88,0,,,
MaritimeShelfArea,3,PhysicalWorld,A,1,0,8,0.88,0,,,
MarriageCertificate,3,Information,B,1,0,12,0.83,0,,,
MartialArts,3,CreatedThings,B,4,7,34,0.83,0,,,
MaskedDisagreement,3,Information,B,0,0,32,0.83,0,,,
MaskedIntentState,3,Information,B,0,0,32,0.83,0,,,
MassAirflowSensor,3,CreatedThings,B,1,0,20,0.83,0,,,
MassFurniture,3,CreatedThings,B,1,0,18,0.83,0,,,
MathematicalModel,3,Information,A,1,1,4,0.88,0,,,
MathematicalProof,3,MindsAndAgents,A,1,0,6,0.88,0,,,
May,3,PhysicalWorld,B,1,0,11,0.83,0,,,
MealPlanBreakfast,3,Information,A,2,1,4,0.88,0,,,
MealPlanEuropean,3,Information,A,1,0,4,0.88,0,,,
MealPlanModifiedAmerican,3,Information,A,1,0,4,0.88,0,,,
MeanOfProduction,3,Information,A,1,0,0,0.88,0,,,
MechanicalJoint,3,CreatedThings,B,3,6,33,0.83,0,,,
MechanicalNut,3,CreatedThings,A,6,0,8,0.88,0,,,
MedicalClinic,3,MindsAndAgents,A,1,1,1,0.88,0,,,
MedicalScience,3,PhysicalWorld,C,12,0,19,0.76,2,true_polysemy(medium); combined(critical),,
MedicalService,3,MindsAndAgents,B,1,0,19,0.83,0,,,
Medicine,3,PhysicalWorld,B,50,28,32,0.83,1,dense_siblings(medium),,
Meme,3,Information,A,1,0,4,0.88,0,,,
MemoryDecayProcess,3,MindsAndAgents,A,1,0,1,0.88,0,,,
MemoryStore,3,CreatedThings,A,1,0,4,0.88,0,,,
MemoryTrace,3,Information,B,1,0,12,0.83,0,,,
MercantileOrganization,3,MindsAndAgents,A,1,4,2,0.88,0,,,
Mesa,3,PhysicalWorld,B,1,0,23,0.83,0,,,
Message,3,Information,A,3,0,7,0.88,0,,,
MessagingPlatform,3,Information,A,1,0,5,0.88,0,,,
MetacognitiveCautionState,3,Information,B,0,0,32,0.83,0,,,
MetaDetectionProcess,3,MindsAndAgents,A,1,0,5,0.88,0,,,
MetaLearningProcess,3,MindsAndAgents,A,1,1,4,0.88,0,,,
MetallicAlloy,3,PhysicalWorld,B,5,2,23,0.83,0,,,
Method,3,Information,A,1,4,6,0.88,0,,,
Microphone,3,CreatedThings,B,9,1,82,0.83,0,,,
Microscope,3,CreatedThings,D,5,0,2,0.85,1,true_polysemy(medium),,
Microwave,3,CreatedThings,B,1,0,90,0.83,0,,,
MilitaryAircraft,3,CreatedThings,B,1,2,14,0.83,0,,,
MilitaryForce,3,MindsAndAgents,A,1,4,4,0.88,0,,,
MilitaryInstallation,3,CreatedThings,B,1,2,62,0.83,0,,,
MilitaryManeuver,3,MindsAndAgents,C,2,0,11,0.76,2,true_polysemy(medium); combined(critical),,
MilitaryOrganization,3,MindsAndAgents,C,17,11,10,0.76,3,true_polysemy(medium); dense_siblings(medium); combined(critical),,
MilitaryPlatform,3,CreatedThings,A,1,1,7,0.88,0,,,
MilitaryProcess,3,MindsAndAgents,B,4,3,20,0.83,0,,,
MilitarySupportVehicle,3,CreatedThings,B,1,2,10,0.83,0,,,
MilitarySurplus,3,CreatedThings,A,1,0,1,0.88,0,,,
MilitaryTank,3,CreatedThings,B,1,0,13,0.83,0,,,
MilitaryWaterVehicle,3,CreatedThings,B,1,1,16,0.83,0,,,
MindRepresentation,3,Information,B,1,0,12,0.83,0,,,
Mine,3,CreatedThings,B,1,1,61,0.83,0,,,
MineBusiness,3,MindsAndAgents,B,1,0,20,0.83,0,,,
MiningProduct,3,CreatedThings,B,1,9,18,0.83,0,,,
Missile,3,CreatedThings,A,2,10,8,0.88,1,dense_siblings(medium),,
MissionOrganization,3,MindsAndAgents,A,1,0,2,0.88,0,,,
MobileResidence,3,CreatedThings,A,1,3,1,0.88,0,,,
ModeActivationVector,3,Information,A,1,0,2,0.88,0,,,
Modem,3,CreatedThings,A,1,2,0,0.88,0,,,
MoleculeStructuralAttribute,3,Information,A,1,1,2,0.88,0,,,
Mollusk,3,LivingThings,D,50,5,3,0.85,1,true_polysemy(medium),,
MolotovCocktail,3,CreatedThings,A,1,0,2,0.88,0,,,
Monday,3,PhysicalWorld,A,2,0,7,0.88,0,,,
MonitorApplicationCmd,3,CreatedThings,A,1,0,2,0.88,0,,,
MonitorComponentCmd,3,CreatedThings,A,1,0,2,0.88,0,,,
MonitorConnectivityCmd,3,CreatedThings,A,1,0,2,0.88,0,,,
MonitoringComponent,3,CreatedThings,A,1,0,4,0.88,0,,,
