Source,Layer 0,Layer 1,Layer 2,Layer 3,Layer 4
Mid-level-ontology,Object,ConcreteEntity,CommunicationOrganization,,
Mid-level-ontology,Physical,Collection,CommunicationSystem,,
Mid-level-ontology,Object,ConcreteEntity,Holder,Compartment,
Mid-level-ontology,Physical,ContentBearingPhysical,Compass,,
Mid-level-ontology,Process,ConcreteEntity,ComposingMusic,,
Mid-level-ontology,Abstract,Proposition,ComputerScience,,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Concealing,
Mid-level-ontology,Object,ConcreteEntity,Building,CondominiumBuilding,
Mid-level-ontology,Object,ConcreteEntity,Residence,SingleFamilyResidence,CondominiumUnit
Mid-level-ontology,Attribute,,GeometricFigure,Cone,
Mid-level-ontology,Physical,ContentBearingPhysical,LinguisticCommunication,Confirming,
Mid-level-ontology,Physical,ContentBearingPhysical,Expressing,Congratulating,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,ConjugatedSubstance,
Mid-level-ontology,Attribute,,ConservationStatus,,
Mid-level-ontology,Physical,ContentBearingPhysical,AlphabeticCharacter,Consonant,
Mid-level-ontology,Object,,Animal,ColdBloodedVertebrate,ConstrictorSnake
Mid-level-ontology,Process,ConcreteEntity,Decreasing,Consuming,
Mid-level-ontology,Object,ConcreteEntity,ContactSite,,
Mid-level-ontology,Object,ConcreteEntity,Holder,Container,
Mid-level-ontology,Object,ConcreteEntity,ChestOrCabinet,ContainerChest,
Mid-level-ontology,Object,ConcreteEntity,ContraceptiveDevice,,
Mid-level-ontology,Object,ConcreteEntity,Building,ConventionCenter,
Mid-level-ontology,Physical,Collection,Convoy,,
Mid-level-ontology,Object,ConcreteEntity,CoolingDevice,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Copper,
Mid-level-ontology,Process,ConcreteEntity,Copying,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,Cornea
Mid-level-ontology,Physical,ContentBearingPhysical,LinguisticCommunication,Correcting,
Mid-level-ontology,Physical,ContentBearingPhysical,LinguisticCommunication,Corresponding,
Mid-level-ontology,Object,ConcreteEntity,BiologicallyActiveSubstance,Cortisol,
Mid-level-ontology,Object,ConcreteEntity,CottonFabric,,
Mid-level-ontology,Process,ConcreteEntity,PhysiologicProcess,Coughing,
Mid-level-ontology,Object,ConcreteEntity,Room,CourtRoom,
Mid-level-ontology,Object,ConcreteEntity,Courtyard,,
Mid-level-ontology,Object,ConcreteEntity,Animal,Cattle,Cow
Mid-level-ontology,Object,ConcreteEntity,MaterialHandlingEquipment,Crane,
Mid-level-ontology,Process,ConcreteEntity,Crawling,,
Mid-level-ontology,Object,ConcreteEntity,Bed,Crib,
Mid-level-ontology,Process,ConcreteEntity,CriminalAction,,
Mid-level-ontology,Object,ConcreteEntity,CriminalGang,,
Mid-level-ontology,Object,ConcreteEntity,Animal,ColdBloodedVertebrate,Crocodile
Mid-level-ontology,Object,ConcreteEntity,LandArea,CultivatedLandArea,
Mid-level-ontology,Object,ConcreteEntity,Curb,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Curium,
Mid-level-ontology,Object,ConcreteEntity,Certificate,Currency,CurrencyBill
Mid-level-ontology,Object,ConcreteEntity,Certificate,Currency,CurrencyCoin
Mid-level-ontology,Object,ConcreteEntity,Curtain,,
Mid-level-ontology,Object,ConcreteEntity,CuttingDevice,,
Mid-level-ontology,Object,ConcreteEntity,PowerSource,DCPowerSource,
Mid-level-ontology,Object,ConcreteEntity,Carnivore,DomesticDog,Dachshund
Mid-level-ontology,Object,ConcreteEntity,TransportationDevice,DamagedVehicle,
Mid-level-ontology,Object,ConcreteEntity,DanceHall,,
Mid-level-ontology,Object,ConcreteEntity,EducationalOrganization,DaySchool,
Mid-level-ontology,Process,ConcreteEntity,Contest,Debating,
Mid-level-ontology,Process,ConcreteEntity,Deboarding,,
Mid-level-ontology,Process,ConcreteEntity,Decelerating,,
Mid-level-ontology,Process,ConcreteEntity,PhysiologicProcess,Excreting,Defecation
Mid-level-ontology,Process,ConcreteEntity,Defrauding,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,DeltoidMuscle
Mid-level-ontology,Object,ConcreteEntity,DependencyOrSpecialSovereigntyArea,,
Mid-level-ontology,Object,ConcreteEntity,BiologicallyActiveSubstance,Depressant,
Mid-level-ontology,Attribute,,DiseaseOrSyndrome,Depression,
Mid-level-ontology,Physical,ContentBearingPhysical,Descriptor,,
Mid-level-ontology,Physical,ContentBearingPhysical,DescriptorPart,,
Mid-level-ontology,Object,ConcreteEntity,Table,Desk,
Mid-level-ontology,Object,ConcreteEntity,Mixture,Detergent,
Mid-level-ontology,Attribute,,ObjectiveNorm,DeviceAttribute,
Mid-level-ontology,Attribute,,DeviceStateAttribute,,
Mid-level-ontology,Process,ConcreteEntity,Dialysis,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Diamond,
Mid-level-ontology,Object,ConcreteEntity,Book,Dictionary,
Mid-level-ontology,Object,ConcreteEntity,Transducer,InternalCombustionEngine,DieselEngine
Mid-level-ontology,Abstract,Proposition,Diet,,
Mid-level-ontology,Process,ConcreteEntity,Digging,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,DigitAppendage
Mid-level-ontology,Physical,ContentBearingPhysical,DigitCharacter,,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Diluting,
Mid-level-ontology,Object,ConcreteEntity,DiningArea,,
Mid-level-ontology,Object,ConcreteEntity,Book,DiningGuide,
Mid-level-ontology,Object,ConcreteEntity,DiningRoom,,
Mid-level-ontology,Physical,ContentBearingPhysical,ArtifactMediatedCommunication,DirectDialTelephoneCommunication,
Mid-level-ontology,Process,ConcreteEntity,DisabilityLeave,,
Mid-level-ontology,Process,ConcreteEntity,Disappearing,,
Mid-level-ontology,Object,ConcreteEntity,Holder,Dish,
Mid-level-ontology,Process,ConcreteEntity,Dismounting,,
Mid-level-ontology,Object,ConcreteEntity,DisplayArtifact,,
Mid-level-ontology,Object,ConcreteEntity,AlcoholicBeverage,DistilledAlcoholicBeverage,
Mid-level-ontology,Object,ConcreteEntity,BiologicallyActiveSubstance,Diuretic,
Mid-level-ontology,Physical,ContentBearingPhysical,LinguisticCommunication,Divorcing,
Mid-level-ontology,Object,ConcreteEntity,FactualText,Documentary,
Mid-level-ontology,Process,ConcreteEntity,Dodging,,
Mid-level-ontology,Object,ConcreteEntity,Toy,Doll,
Mid-level-ontology,Object,ConcreteEntity,Ceiling,Dome,
Mid-level-ontology,Object,ConcreteEntity,Animal,DomesticAnimal,
Mid-level-ontology,Object,ConcreteEntity,Animal,DomesticCat,
Mid-level-ontology,Object,ConcreteEntity,Carnivore,DomesticDog,
Mid-level-ontology,Object,ConcreteEntity,Door,,
Mid-level-ontology,Object,ConcreteEntity,Doorway,,
Mid-level-ontology,Object,ConcreteEntity,Building,Dormitory,
Mid-level-ontology,Object,ConcreteEntity,Bed,DoubleBed,
Mid-level-ontology,Object,ConcreteEntity,CityDistrict,Downtown,
Mid-level-ontology,Process,ConcreteEntity,Pretending,DramaticActing,
Mid-level-ontology,Object,ConcreteEntity,DramaticCast,,
Mid-level-ontology,Process,ConcreteEntity,DramaticDirecting,,
Mid-level-ontology,Physical,ContentBearingPhysical,Disseminating,Performance,DramaticPerformance
Mid-level-ontology,Object,ConcreteEntity,FictionalText,DramaticPlay,
Mid-level-ontology,Process,ConcreteEntity,Drawing,,
Mid-level-ontology,Process,ConcreteEntity,PsychologicalProcess,Dreaming,
Mid-level-ontology,Object,ConcreteEntity,Clothing,Dress,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Dressing,
Mid-level-ontology,Object,ConcreteEntity,Room,DressingRoom,
Mid-level-ontology,Object,ConcreteEntity,CuttingDevice,Drill,
Mid-level-ontology,Process,ConcreteEntity,Drilling,,
Mid-level-ontology,Object,ConcreteEntity,Holder,FluidContainer,DrinkingCup
Mid-level-ontology,Object,ConcreteEntity,Holder,FluidContainer,DrinkingMug
Mid-level-ontology,Process,ConcreteEntity,Dripping,,
Mid-level-ontology,Object,ConcreteEntity,EngineeringComponent,DriveComponent,
Mid-level-ontology,Object,ConcreteEntity,Certificate,DriversLicense,
Mid-level-ontology,Object,ConcreteEntity,LandTransitway,Driveway,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Drooling,
Mid-level-ontology,Object,ConcreteEntity,Business,DrugStore,
Mid-level-ontology,Object,ConcreteEntity,DryingDevice,,
Mid-level-ontology,Object,,Animal,WarmBloodedVertebrate,Duck
Mid-level-ontology,Process,ConcreteEntity,Ducking,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Dysprosium,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Ear
Mid-level-ontology,Object,ConcreteEntity,Earphone,,
Mid-level-ontology,Object,ConcreteEntity,Tripod,Easel,
Mid-level-ontology,Process,ConcreteEntity,RadiatingSound,Echoing,
Mid-level-ontology,Relation,BinaryRelation,EconomicRelation,,
Mid-level-ontology,Abstract,Proposition,SocialScience,Economics,
Mid-level-ontology,Process,ConcreteEntity,PathologicProcess,Edema,
Mid-level-ontology,Object,ConcreteEntity,EducationalCampus,,
Mid-level-ontology,Abstract,Proposition,EducationalProgram,EducationalCourse,
Mid-level-ontology,Object,ConcreteEntity,EducationalFacility,,
Mid-level-ontology,Abstract,Proposition,EducationalProgram,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Einsteinium,
Mid-level-ontology,Physical,ContentBearingPhysical,LinguisticCommunication,Elaborating,
Mid-level-ontology,Object,,OrganicObject,BodyPart,Elbow
Mid-level-ontology,Object,ConcreteEntity,ElectricDevice,,
Mid-level-ontology,Object,ConcreteEntity,ElectricDevice,ElectricMotor,
Mid-level-ontology,Abstract,Proposition,ElectricalEngineering,,
Mid-level-ontology,Object,ConcreteEntity,ElectricalOutlet,,
Mid-level-ontology,Object,ConcreteEntity,ElectricalPlug,,
Mid-level-ontology,Process,ConcreteEntity,Signalling,ElectricalSignalling,
Mid-level-ontology,Entity,Lock,ElectronicLock,,
Mid-level-ontology,Process,ConcreteEntity,Signalling,ElectronicSignalling,
Mid-level-ontology,Abstract,Proposition,Electronics,,
Mid-level-ontology,Object,ConcreteEntity,Herbivore,Elephant,
Mid-level-ontology,Object,ConcreteEntity,TransportationDevice,Elevator,
Mid-level-ontology,Object,ConcreteEntity,Building,EmbassyBuilding,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Embracing,
Mid-level-ontology,Process,ConcreteEntity,LeavingAnOrganization,EmploymentFiring,
Mid-level-ontology,Object,ConcreteEntity,Mixture,Emulsion,
Mid-level-ontology,Object,ConcreteEntity,Transducer,Engine,
Mid-level-ontology,Abstract,Proposition,Engineering,,
Mid-level-ontology,Process,ConcreteEntity,Entering,,
Mid-level-ontology,Object,ConcreteEntity,Building,EntertainmentBuilding,
Mid-level-ontology,Attribute,,OccupationalRole,EntertainmentProfession,
Mid-level-ontology,Process,ConcreteEntity,Transfer,Entombing,
Mid-level-ontology,Object,ConcreteEntity,Holder,Envelope,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Erbium,
Mid-level-ontology,Process,ConcreteEntity,Escaping,,
Mid-level-ontology,Object,,OrganicObject,BodyPart,Esophagus
Mid-level-ontology,Process,ConcreteEntity,Espionage,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Ethanol,Alcohol
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Europium,
Mid-level-ontology,Object,ConcreteEntity,BodySubstance,Excrement,
Mid-level-ontology,Process,ConcreteEntity,PhysiologicProcess,Excreting,
Mid-level-ontology,Process,ConcreteEntity,Execution,Killing,
Mid-level-ontology,Object,ConcreteEntity,SportsFacility,ExerciseCenter,
Mid-level-ontology,Process,ConcreteEntity,PhysiologicProcess,Breathing,Exhaling
Mid-level-ontology,Process,ConcreteEntity,Exiting,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Exoskeleton
Mid-level-ontology,Process,ConcreteEntity,Explosion,,
Mid-level-ontology,Object,ConcreteEntity,ExplosiveDevice,,
Mid-level-ontology,Object,ConcreteEntity,ExplosiveSubstance,,
Mid-level-ontology,Physical,ContentBearingPhysical,Expressing,ExpressingApproval,
Mid-level-ontology,Physical,ContentBearingPhysical,Expressing,ExpressingDisapproval,
Mid-level-ontology,Physical,ContentBearingPhysical,Expressing,ExpressingFarewell,
Mid-level-ontology,Physical,ContentBearingPhysical,Expressing,ExpressingInLanguage,
Mid-level-ontology,Process,ConcreteEntity,Extension,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Eye
Mid-level-ontology,Object,ConcreteEntity,OpticalDevice,EyeGlass,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,EyeIris
Mid-level-ontology,Process,ConcreteEntity,EyeMotion,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Eyelid
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Face
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,FacialHair
Mid-level-ontology,Object,ConcreteEntity,Facility,,
Mid-level-ontology,Physical,ContentBearingPhysical,Statement,Fact,
Mid-level-ontology,Attribute,,TimeMeasure,TimeInterval,FallSeason
Mid-level-ontology,Process,ConcreteEntity,PsychologicalProcess,FallingAsleep,
Mid-level-ontology,Object,ConcreteEntity,Powder,Fallout,
Mid-level-ontology,Object,ConcreteEntity,Business,FamilyBusiness,
Mid-level-ontology,Object,ConcreteEntity,CoolingDevice,FanDevice,
Mid-level-ontology,Object,ConcreteEntity,Farm,,
Mid-level-ontology,Object,ConcreteEntity,Building,FarmBuilding,
Mid-level-ontology,Process,ConcreteEntity,Working,Farming,
Mid-level-ontology,Physical,ContentBearingPhysical,Fax,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Feather
Mid-level-ontology,Object,ConcreteEntity,BodySubstance,Feces,
Mid-level-ontology,Process,ConcreteEntity,ChangeOfPossession,Feeding,
Mid-level-ontology,Object,ConcreteEntity,Fence,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Fermium,
Mid-level-ontology,Object,ConcreteEntity,Animal,Ferret,
Mid-level-ontology,Process,ConcreteEntity,Fertilisation,,
Mid-level-ontology,Object,ConcreteEntity,LandArea,Field,
Mid-level-ontology,Abstract,Proposition,FieldOfLaw,,
Mid-level-ontology,Object,ConcreteEntity,FileDevice,,
Mid-level-ontology,Process,ConcreteEntity,FilmMaking,,
Mid-level-ontology,Attribute,,OccupationalRole,EntertainmentProfession,FilmMakingProfession
Mid-level-ontology,Object,ConcreteEntity,Filter,,
Mid-level-ontology,Object,ConcreteEntity,Article,FinancialText,FinancialBill
Mid-level-ontology,Process,ConcreteEntity,CommercialService,FinancialService,
Mid-level-ontology,Object,ConcreteEntity,Article,FinancialText,
Mid-level-ontology,Process,,CommercialService,Financing,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Finger
Mid-level-ontology,Attribute,,Fingerprint,,
Mid-level-ontology,Object,ConcreteEntity,FiniteLineInSpace,,
Mid-level-ontology,Abstract,Quantity,FiniteQuantity,,
Mid-level-ontology,Process,ConcreteEntity,ChemicalDecomposition,Fire,
Mid-level-ontology,Object,ConcreteEntity,FireAlarm,,
Mid-level-ontology,Object,ConcreteEntity,FireExtinguisher,,
Mid-level-ontology,Physical,Collection,FireSprinklerSystem,,
Mid-level-ontology,Object,ConcreteEntity,Weapon,Firearm,
Mid-level-ontology,Physical,Collection,FirearmShot,,
Mid-level-ontology,Object,ConcreteEntity,Fireplace,,
Mid-level-ontology,Object,ConcreteEntity,Holder,FluidContainer,FishTank
Mid-level-ontology,Attribute,,TimeMeasure,TimeInterval,FixedHoliday
Mid-level-ontology,Physical,ContentBearingPhysical,Flag,,
Mid-level-ontology,Process,ConcreteEntity,RadiatingElectromagnetic,FlashingLight,
Mid-level-ontology,Physical,Collection,Fleet,,
Mid-level-ontology,Process,ConcreteEntity,Flexion,,
Mid-level-ontology,Process,ConcreteEntity,Flooding,,
Mid-level-ontology,Object,ConcreteEntity,Floor,,
Mid-level-ontology,Object,ConcreteEntity,FlowRegion,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,Flower
Mid-level-ontology,Object,ConcreteEntity,Holder,FluidContainer,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Fluorine,
Mid-level-ontology,Object,ConcreteEntity,Animal,Arthropod,FlyInsect
Mid-level-ontology,Process,ConcreteEntity,Flying,,
Mid-level-ontology,Process,ConcreteEntity,Driving,FlyingAircraft,
Mid-level-ontology,Process,ConcreteEntity,Focusing,,
Mid-level-ontology,Object,ConcreteEntity,Mixture,Cloud,Fog
Mid-level-ontology,Process,ConcreteEntity,Folding,,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Foot
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,Forearm
Mid-level-ontology,Object,ConcreteEntity,Forestock,,
Mid-level-ontology,Attribute,,FormOfGovernment,,
Mid-level-ontology,Object,ConcreteEntity,FormText,,
Mid-level-ontology,Process,ConcreteEntity,Meeting,FormalMeeting,
Mid-level-ontology,Object,ConcreteEntity,Fuel,FossilFuel,
Mid-level-ontology,Physical,ContentBearingPhysical,Founding,Declaring,
Mid-level-ontology,Object,ConcreteEntity,FourPosterBed,,
Mid-level-ontology,Object,ConcreteEntity,Carnivore,Fox,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Francium,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Atom,FreeAtom
Mid-level-ontology,Process,ConcreteEntity,PsychologicalProcess,Frightening,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,FrontalLobe
Mid-level-ontology,Process,ConcreteEntity,PsychologicalProcess,FacialExpression,Frowning
Mid-level-ontology,Object,ConcreteEntity,Fuel,,
Mid-level-ontology,Attribute,,DiseaseOrSyndrome,FungalDisease,
Mid-level-ontology,Object,ConcreteEntity,Fungivore,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Gadolinium,
Mid-level-ontology,Process,ConcreteEntity,PsychologicalProcess,GainingConsciousness,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,Gallbladder
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Gallium,
Mid-level-ontology,Object,ConcreteEntity,GameArtifact,,
Mid-level-ontology,Attribute,,ObjectiveNorm,GameAttribute,
Mid-level-ontology,Object,ConcreteEntity,GameBoard,,
Mid-level-ontology,Process,ConcreteEntity,Selecting,GameCall,
Mid-level-ontology,Object,ConcreteEntity,GamePiece,GameDie,
Mid-level-ontology,Object,ConcreteEntity,GameGoal,,
Mid-level-ontology,Object,ConcreteEntity,GamePiece,,
Mid-level-ontology,Object,ConcreteEntity,Room,GameRoom,
Mid-level-ontology,Process,ConcreteEntity,GameShot,Impelling,
Mid-level-ontology,Object,,OrganicObject,BodyPart,Gamete
Mid-level-ontology,Object,ConcreteEntity,Garage,,
Mid-level-ontology,Object,ConcreteEntity,LandArea,Garden,
Mid-level-ontology,Object,ConcreteEntity,Transducer,InternalCombustionEngine,GasolineEngine
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,GastroIntestinalTract
Mid-level-ontology,Object,ConcreteEntity,Animal,Mollusk,Gastropod
Mid-level-ontology,Object,ConcreteEntity,Mixture,Gel,
Mid-level-ontology,Abstract,Proposition,Geography,,
Mid-level-ontology,Abstract,Proposition,Geology,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Germanium,
Mid-level-ontology,Object,ConcreteEntity,Human,Girl,
Mid-level-ontology,Object,ConcreteEntity,Mixture,Glass,
Mid-level-ontology,Object,ConcreteEntity,Glottis,,
Mid-level-ontology,Object,ConcreteEntity,Clothing,Glove,
Mid-level-ontology,Object,ConcreteEntity,AttachingDevice,Glue,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,GluteusMaximusMuscle
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Gold,
Mid-level-ontology,Object,,Animal,WarmBloodedVertebrate,Goose
Mid-level-ontology,Object,ConcreteEntity,Building,GovernmentBuilding,
Mid-level-ontology,Attribute,,OccupationalRole,Profession,GovernmentPosition
Mid-level-ontology,Object,ConcreteEntity,GrabBar,,
Mid-level-ontology,Object,ConcreteEntity,EducationalOrganization,PostSecondarySchool,GraduateSchool
Mid-level-ontology,Attribute,,GrammaticalGender,,
Mid-level-ontology,Process,ConcreteEntity,GraphicDesigning,,
Mid-level-ontology,Object,ConcreteEntity,Plant,HerbaceousPlant,Grass
Mid-level-ontology,Object,ConcreteEntity,Animal,Arthropod,Grasshopper
Mid-level-ontology,Object,,HouseholdAppliance,BathTub,GrecianTub
Mid-level-ontology,Attribute,,SubjectiveAssessmentAttribute,Greedy,
Mid-level-ontology,Physical,ContentBearingPhysical,Expressing,Greeting,
Mid-level-ontology,Object,ConcreteEntity,Business,GroceryStore,
Mid-level-ontology,Object,ConcreteEntity,GroupOfAnimals,,
Mid-level-ontology,Object,ConcreteEntity,Book,GuideBook,
Mid-level-ontology,Object,ConcreteEntity,Animal,GuineaPig,
Mid-level-ontology,Object,ConcreteEntity,Weapon,Gun,
Mid-level-ontology,Object,ConcreteEntity,EngineeringComponent,GunBarrel,
Mid-level-ontology,Object,ConcreteEntity,GunBore,,
Mid-level-ontology,Object,ConcreteEntity,GunChamber,,
Mid-level-ontology,Object,ConcreteEntity,GunCylinder,,
Mid-level-ontology,Object,ConcreteEntity,GunMuzzle,,
Mid-level-ontology,Object,ConcreteEntity,Mixture,GunPowder,
Mid-level-ontology,Object,ConcreteEntity,EngineeringComponent,GunStock,
Mid-level-ontology,Object,ConcreteEntity,EngineeringComponent,GunTrigger,
Mid-level-ontology,Object,ConcreteEntity,EngineeringComponent,Gunstock,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Hafnium,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Hair
Mid-level-ontology,Process,ConcreteEntity,Transfer,HairRemoval,
Mid-level-ontology,Process,ConcreteEntity,PathologicProcess,Hallucination,
Mid-level-ontology,Object,ConcreteEntity,Room,Hallway,
Mid-level-ontology,Object,ConcreteEntity,Hammer,,
Mid-level-ontology,Object,ConcreteEntity,Bed,Hammock,
Mid-level-ontology,Object,ConcreteEntity,Animal,Hamster,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,HamstringMuscle
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Hand
Mid-level-ontology,Process,ConcreteEntity,Gesture,HandGesture,
Mid-level-ontology,Object,ConcreteEntity,ExplosiveDevice,HandGrenade,
Mid-level-ontology,Process,ConcreteEntity,Destruction,HandGrenadeAttack,
Mid-level-ontology,Object,ConcreteEntity,Weapon,Firearm,Handgun
Mid-level-ontology,Object,ConcreteEntity,EngineeringComponent,Handle,
Mid-level-ontology,Process,ConcreteEntity,Destruction,Suffocating,Hanging
Mid-level-ontology,Process,ConcreteEntity,Destruction,Harvesting,
Mid-level-ontology,Object,ConcreteEntity,Clothing,Hat,
Mid-level-ontology,Object,ConcreteEntity,BodySubstance,Hay,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Head
Mid-level-ontology,Process,ConcreteEntity,PathologicProcess,Headache,
Mid-level-ontology,Object,ConcreteEntity,LightFixture,Headlight,
Mid-level-ontology,Object,ConcreteEntity,Business,HealthInsuranceCompany,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Heart
Mid-level-ontology,Process,ConcreteEntity,PathologicProcess,HeartAttack,
Mid-level-ontology,Process,ConcreteEntity,HeartBeat,,
Mid-level-ontology,Object,,OrganicObject,BodyPart,HeartMuscle
Mid-level-ontology,Object,ConcreteEntity,SwimmingPool,HeatedPool,
Mid-level-ontology,Object,ConcreteEntity,HeatingDevice,,
Mid-level-ontology,Object,ConcreteEntity,TransportationDevice,Aircraft,Helicopter
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Helium,
Mid-level-ontology,Attribute,,GeometricFigure,HemisphereFigure,
Mid-level-ontology,Object,,Animal,WarmBloodedVertebrate,Hen
Mid-level-ontology,Object,ConcreteEntity,Plant,HerbaceousPlant,
Mid-level-ontology,Object,ConcreteEntity,Herbivore,,
Mid-level-ontology,Object,ConcreteEntity,Building,HighRise,
Mid-level-ontology,Object,ConcreteEntity,EducationalOrganization,HighSchool,
Mid-level-ontology,Process,ConcreteEntity,Stealing,Hijacking,
Mid-level-ontology,Object,ConcreteEntity,Hinge,,
Mid-level-ontology,Object,,OrganicObject,BodyPart,HipJoint
Mid-level-ontology,Object,ConcreteEntity,FactualText,HistoricalAccount,
Mid-level-ontology,Abstract,Proposition,History,,
Mid-level-ontology,Process,ConcreteEntity,PathologicProcess,Hives,
Mid-level-ontology,Object,ConcreteEntity,MaterialHandlingEquipment,HoistingDevice,
Mid-level-ontology,Object,ConcreteEntity,Holder,,
Mid-level-ontology,Attribute,,TimeMeasure,TimeInterval,Holiday
Mid-level-ontology,Physical,ContentBearingPhysical,HolidayCard,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Holmium,
Mid-level-ontology,Object,ConcreteEntity,Holder,Holster,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Hoof
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,BodyPart,Horn
Mid-level-ontology,Process,ConcreteEntity,AnimalGuiding,HorseRiding,
Mid-level-ontology,Object,ConcreteEntity,Residence,HospitalBuilding,
Mid-level-ontology,Object,ConcreteEntity,CareOrganization,HospitalOrganization,
Mid-level-ontology,Process,ConcreteEntity,ChangeOfPossession,UnilateralGetting,HostageTaking
Mid-level-ontology,Object,ConcreteEntity,Holder,FluidContainer,HotTub
Mid-level-ontology,Object,ConcreteEntity,Hotline,,
Mid-level-ontology,Object,ConcreteEntity,HumanAdult,,
Mid-level-ontology,Object,ConcreteEntity,Human,HumanChild,HumanBaby
Mid-level-ontology,Object,ConcreteEntity,Human,HumanChild,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,HumanCorpse,
Mid-level-ontology,Object,ConcreteEntity,Toy,HumanDoll,
Mid-level-ontology,Object,ConcreteEntity,Human,HumanYouth,
Mid-level-ontology,Object,ConcreteEntity,Mixture,Humus,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,OrganicCompound,Hydrocarbon
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Hydrogen,
Mid-level-ontology,Object,ConcreteEntity,OrganicObject,AnimalAnatomicalStructure,Hypothalamus
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Water,Ice
Mid-level-ontology,Object,ConcreteEntity,Machine,IceMachine,
Mid-level-ontology,Physical,ContentBearingPhysical,Name,Identifier,
Mid-level-ontology,Physical,ContentBearingPhysical,NamePart,IdentifierPart,
Mid-level-ontology,Process,ConcreteEntity,PsychologicalProcess,Imagining,
Mid-level-ontology,Process,ConcreteEntity,Immigrating,,
Mid-level-ontology,Process,ConcreteEntity,Confining,Imprisoning,
Mid-level-ontology,Process,ConcreteEntity,ChemicalDecomposition,IncendiaryDeviceAttack,
Mid-level-ontology,Process,ConcreteEntity,Inclining,,
Mid-level-ontology,Object,ConcreteEntity,IndependentState,,
Mid-level-ontology,Process,ConcreteEntity,Indicating,,
Mid-level-ontology,Object,ConcreteEntity,PureSubstance,Indium,
