concept,layer,domain,quadrant,synset_count,child_count,sibling_count,est_f1_ceiling,issue_count,issues,probe_grade,probe_f1
Winking,3,MindsAndAgents,A,1,0,5,0.88,0,,,
WinterSeason,3,PhysicalWorld,A,1,0,3,0.88,0,,,
WireCoil,3,CreatedThings,A,3,0,2,0.88,0,,,
WireLine,3,CreatedThings,B,1,1,34,0.83,0,,,
WireSpring,3,CreatedThings,B,3,0,35,0.83,0,,,
WMDWeaponsProductionFacility,3,CreatedThings,B,1,1,61,0.83,0,,,
WMDWeaponsResearchFacility,3,CreatedThings,B,1,1,61,0.83,0,,,
WoodArtifact,3,CreatedThings,A,4,2,1,0.88,0,,,
WoodyPlant,3,LivingThings,A,1,2,5,0.88,0,,,
Wool,3,CreatedThings,B,2,0,10,0.83,0,,,
WorkingMemoryProcess,3,MindsAndAgents,A,1,0,4,0.88,0,,,
Workshop,3,CreatedThings,B,3,1,61,0.83,0,,,
Worm,3,LivingThings,D,50,1,3,0.85,1,polysemy(high),,
Wrestling,3,CreatedThings,C,7,0,34,0.76,2,polysemy(medium); combined(critical),,
Writing,3,MindsAndAgents,C,50,2,17,0.76,2,polysemy(high); combined(critical),,
WrittenCommunication,3,MindsAndAgents,B,3,6,13,0.83,0,,,
WrittenLanguage,3,Information,A,1,0,3,0.88,0,,,
Yoga,3,MindsAndAgents,A,1,0,4,0.88,0,,,
Zoology,3,PhysicalWorld,C,13,0,19,0.76,2,polysemy(high); combined(critical),,
Zud,3,PhysicalWorld,B,1,0,22,0.83,0,,,
AAM,4,CreatedThings,A,1,1,3,0.88,0,,,
AbaloneMeat,4,CreatedThings,B,1,0,10,0.83,0,,,
Abatacept,4,PhysicalWorld,A,1,1,2,0.88,0,,,
AbductiveArgument,4,Information,A,1,0,0,0.88,0,,,
Aborting,4,PhysicalWorld,B,1,0,19,0.83,0,,,
AbrinToxin,4,PhysicalWorld,B,1,0,19,0.83,0,,,
AbsenceSeizure,4,LivingThings,A,1,0,2,0.88,0,,,
Absolut,4,CreatedThings,A,1,0,1,0.88,0,,,
AbsoluteAltimeter,4,CreatedThings,A,1,0,1,0.88,0,,,
AbstractionLevelAttribute,4,Information,A,1,5,2,0.88,0,,,
AbyssopelagicZone,4,PhysicalWorld,A,1,0,4,0.88,0,,,
AccountID,4,Information,A,1,1,1,0.88,0,,,
Accrediting,4,MindsAndAgents,A,1,0,7,0.88,0,,,
Acetaminophen,4,PhysicalWorld,A,1,0,2,0.88,0,,,
AcetylLCarnitine,4,PhysicalWorld,A,1,0,0,0.88,0,,,
AcidRainfall,4,PhysicalWorld,A,1,0,3,0.88,0,,,
AcquiredImmunoDeficiencySyndrome,4,Information,B,1,0,19,0.83,0,,,
AcrossVariableAccumulator,4,Information,A,1,1,7,0.88,0,,,
AcrossVariableSource,4,Information,A,1,0,1,0.88,0,,,
Actinium,4,PhysicalWorld,B,1,0,112,0.83,0,,,
ActivatingUIElement,4,MindsAndAgents,A,1,2,5,0.88,0,,,
ActivationTelemetry,4,Information,A,1,0,2,0.88,0,,,
Adalimumab,4,PhysicalWorld,B,1,1,25,0.83,0,,,
AddisonsDisease,4,LivingThings,B,1,0,13,0.83,0,,,
ADHD,4,Information,A,1,0,4,0.88,0,,,
AdjustableRateAccount,4,Information,A,1,0,2,0.88,0,,,
AdrenalGland,4,LivingThings,A,1,0,7,0.88,0,,,
Adrenaline,4,PhysicalWorld,A,1,0,4,0.88,0,,,
Advent,4,PhysicalWorld,B,1,0,10,0.83,0,,,
Adventistsamfundet,4,MindsAndAgents,B,1,0,27,0.83,0,,,
AdventSunday,4,PhysicalWorld,B,1,0,10,0.83,0,,,
Advert,4,MindsAndAgents,A,1,0,1,0.88,0,,,
AegilopsGrass,4,LivingThings,A,1,2,2,0.88,0,,,
AegilopsSpeltoides,4,LivingThings,A,1,0,1,0.88,0,,,
AegilopsTauschii,4,LivingThings,A,1,0,1,0.88,0,,,
Aerius,4,PhysicalWorld,A,1,0,1,0.88,0,,,
Aerobics,4,MindsAndAgents,A,1,0,6,0.88,0,,,
Aeropress,4,CreatedThings,A,1,0,2,0.88,0,,,
AeropressingCoffee,4,MindsAndAgents,A,1,0,7,0.88,0,,,
Aerosal,4,PhysicalWorld,B,1,0,13,0.83,0,,,
AerosolizedAgent,4,PhysicalWorld,A,1,1,2,0.88,0,,,
AerosolizedBacillusAnthracis,4,PhysicalWorld,A,1,1,0,0.88,0,,,
Afforestation,4,PhysicalWorld,A,1,0,1,0.88,0,,,
AfghanAfghaniCoin,4,Information,B,1,0,13,0.83,0,,,
AfghanUnitedNationsStatusDetermination,4,MindsAndAgents,A,1,0,7,0.88,0,,,
Aflatoxin,4,PhysicalWorld,A,1,0,2,0.88,0,,,
Aftershock,4,PhysicalWorld,A,1,0,0,0.88,0,,,
AgeGroup,4,MindsAndAgents,C,13,0,11,0.76,2,polysemy(high); combined(critical),,
AgentID,4,Information,A,1,3,0,0.88,0,,,
AgentiveEntity,4,MindsAndAgents,A,1,8,3,0.88,0,,,
AGM,4,CreatedThings,A,1,2,1,0.88,0,,,
AIAlignment,4,Information,D,9,0,4,0.85,1,polysemy(medium),,
AIAsDeitySignal,4,Information,B,0,0,79,0.83,0,,,
AIConsentSignal,4,Information,B,0,0,79,0.83,0,,,
AIFulfillment,4,Information,D,7,0,1,0.85,1,polysemy(medium),,
AIGovernanceProcess,4,MindsAndAgents,A,1,1,7,0.88,0,,,
Aikido,4,CreatedThings,A,1,0,6,0.88,0,,,
AIM9,4,CreatedThings,A,1,0,0,0.88,0,,,
Aioli,4,PhysicalWorld,A,1,0,2,0.88,0,,,
AIPersonhood,4,Information,D,8,0,2,0.85,1,polysemy(medium),,
Air,4,PhysicalWorld,A,3,1,4,0.88,0,,,
AirAttackMissile,4,CreatedThings,A,1,1,7,0.88,0,,,
AircraftCarrier,4,CreatedThings,A,1,0,0,0.88,0,,,
AirForce,4,MindsAndAgents,A,1,0,1,0.88,0,,,
AirLaunchMissile,4,CreatedThings,A,1,2,7,0.88,0,,,
Airline,4,MindsAndAgents,A,1,0,5,0.88,0,,,
AirlineCodeMap,4,Information,A,1,0,3,0.88,0,,,
AirlineHub,4,CreatedThings,A,1,0,1,0.88,0,,,
AirMass,4,PhysicalWorld,A,1,0,3,0.88,0,,,
AirPhotographicReconnaissance,4,MindsAndAgents,A,1,0,0,0.88,0,,,
Airport,4,CreatedThings,A,4,2,7,0.88,0,,,
AirportShuttleService,4,MindsAndAgents,A,1,0,0,0.88,0,,,
AirPump,4,CreatedThings,A,2,2,2,0.88,0,,,
AirReconnaissance,4,MindsAndAgents,A,1,1,8,0.88,0,,,
AirTransportation,4,PhysicalWorld,D,27,0,5,0.85,1,polysemy(high),,
AirTransportationService,4,MindsAndAgents,A,1,0,3,0.88,0,,,
AIWellbeing,4,Information,A,1,0,9,0.88,0,,,
AlarmClock,4,CreatedThings,A,1,1,2,0.88,0,,,
Alcohol,4,PhysicalWorld,D,6,2,3,0.85,1,polysemy(medium),,
Aldosterone,4,PhysicalWorld,A,1,0,2,0.88,0,,,
AlethicAttribute,4,Information,A,1,0,4,0.88,0,,,
Alfalfa,4,LivingThings,A,2,0,5,0.88,0,,,
AlfalfaPlant,4,LivingThings,B,2,0,10,0.83,0,,,
Allegra,4,PhysicalWorld,A,1,0,0,0.88,0,,,
Alligator,4,LivingThings,A,3,0,3,0.88,0,,,
AlmondNut,4,LivingThings,A,2,0,8,0.88,0,,,
Aloes,4,LivingThings,B,1,1,12,0.83,0,,,
AloeveraGel,4,PhysicalWorld,B,1,0,10,0.83,0,,,
AloeveraPlant,4,LivingThings,A,1,0,0,0.88,0,,,
AloveraGel,4,PhysicalWorld,A,1,0,2,0.88,0,,,
Alpha2IDString,4,Information,A,1,0,1,0.88,0,,,
Alpha3IDString,4,Information,A,1,0,1,0.88,0,,,
AlphabeticCharacter,4,Information,D,28,2,1,0.85,1,polysemy(high),,
AlternativeHypothesis,4,Information,A,1,0,1,0.88,0,,,
AltKey,4,CreatedThings,A,1,0,3,0.88,0,,,
AltKeyHoldDown,4,MindsAndAgents,A,1,0,3,0.88,0,,,
Alumina,4,PhysicalWorld,B,1,0,23,0.83,0,,,
Aluminum,4,PhysicalWorld,B,1,0,112,0.83,0,,,
AluminumMetal,4,CreatedThings,A,1,0,3,0.88,0,,,
Amaretto,4,CreatedThings,A,1,0,6,0.88,0,,,
AmbienceAttribute,4,Information,A,1,0,9,0.88,0,,,
AmbienceRating,4,Information,A,1,0,5,0.88,0,,,
AmbivalentConsentState,4,Information,A,0,0,3,0.88,0,,,
Ambulance,4,CreatedThings,A,1,1,1,0.88,0,,,
AmbulanceCompany,4,MindsAndAgents,A,1,0,5,0.88,0,,,
AmericanCity,4,MindsAndAgents,A,1,0,2,0.88,0,,,
AmericanExpressCard,4,Information,A,1,0,3,0.88,0,,,
Americano,4,PhysicalWorld,B,1,0,10,0.83,0,,,
AmericanState,4,MindsAndAgents,A,1,0,1,0.88,0,,,
Americium,4,PhysicalWorld,B,1,0,112,0.83,0,,,
AMFMAlarmClock,4,CreatedThings,A,1,0,0,0.88,0,,,
Aminopenicillin,4,PhysicalWorld,A,1,0,0,0.88,0,,,
Amphetamine,4,PhysicalWorld,A,1,0,8,0.88,0,,,
Amphibian,4,LivingThings,D,50,1,2,0.85,1,polysemy(high),,
AmphibiousReconnaissance,4,MindsAndAgents,A,1,0,8,0.88,0,,,
AmphibiousReconnaissanceUnit,4,MindsAndAgents,A,1,0,2,0.88,0,,,
AmphipathicMolecule,4,PhysicalWorld,A,1,1,4,0.88,0,,,
Amplifier,4,CreatedThings,A,1,2,3,0.88,0,,,
Amputating,4,PhysicalWorld,B,1,0,19,0.83,0,,,
AMRadioStation,4,CreatedThings,A,1,0,2,0.88,0,,,
AnabaticWind,4,PhysicalWorld,B,1,1,11,0.83,0,,,
Anaconda,4,LivingThings,A,2,0,0,0.88,0,,,
Analgesic,4,PhysicalWorld,B,1,3,25,0.83,0,,,
AnalyticReasoning,4,MindsAndAgents,A,1,0,3,0.88,0,,,
Anaphylaxis,4,LivingThings,A,1,0,0,0.88,0,,,
Androgen,4,PhysicalWorld,A,1,0,4,0.88,0,,,
Anesthesia,4,PhysicalWorld,B,1,0,25,0.83,0,,,
Anesthetizing,4,MindsAndAgents,B,1,3,10,0.83,0,,,
Angel,4,MindsAndAgents,D,10,0,0,0.85,1,polysemy(high),,
AnglicanApostolicEpiscopalFreeChurch,4,MindsAndAgents,B,1,0,27,0.83,0,,,
AnglicanChurch,4,MindsAndAgents,B,1,0,27,0.83,0,,,
AngryFacialExpression,4,MindsAndAgents,A,1,0,4,0.88,0,,,
AngryVoiceUtterance,4,MindsAndAgents,A,1,0,5,0.88,0,,,
AnimalAgriculturalProduct,4,CreatedThings,A,1,6,0,0.88,0,,,
AnimalDoll,4,CreatedThings,A,2,0,1,0.88,0,,,
AnimalFat,4,PhysicalWorld,A,1,3,3,0.88,0,,,
AnimalTeam,4,MindsAndAgents,A,1,0,1,0.88,0,,,
Ankle,4,LivingThings,A,1,0,5,0.88,0,,,
AnkleBone,4,LivingThings,A,1,5,2,0.88,0,,,
Anonymization,4,MindsAndAgents,A,1,0,7,0.88,0,,,
Answering,4,MindsAndAgents,C,10,0,14,0.76,2,polysemy(high); combined(critical),,
Antelope,4,LivingThings,A,2,0,8,0.88,0,,,
Antenna,4,CreatedThings,A,1,0,7,0.88,0,,,
Anthropology,4,PhysicalWorld,A,1,0,5,0.88,0,,,
AntiArmorPlatoon,4,MindsAndAgents,A,1,0,4,0.88,0,,,
Antibody,4,PhysicalWorld,C,10,2,17,0.76,2,polysemy(high); combined(critical),,
AnticipatoryActionSignal,4,Information,B,0,0,79,0.83,0,,,
Anticoagulant,4,PhysicalWorld,B,1,1,25,0.83,0,,,
Antifreeze,4,PhysicalWorld,A,2,0,3,0.88,0,,,
AntigenA,4,PhysicalWorld,A,1,0,1,0.88,0,,,
AntigenB,4,PhysicalWorld,A,1,0,1,0.88,0,,,
AntiInflammatory,4,PhysicalWorld,B,1,2,25,0.83,0,,,
AntilockBrake,4,CreatedThings,A,1,0,3,0.88,0,,,
Antimony,4,PhysicalWorld,B,1,0,112,0.83,0,,,
AntInsect,4,LivingThings,B,1,0,10,0.83,0,,,
AntiParasitic,4,PhysicalWorld,B,1,1,25,0.83,0,,,
Antipsychotic,4,PhysicalWorld,C,12,0,25,0.76,2,polysemy(high); combined(critical),,
Antiseizure,4,PhysicalWorld,B,1,2,25,0.83,0,,,
AntiSurfaceOperation,4,MindsAndAgents,A,1,0,8,0.88,0,,,
AntiTankMissile,4,CreatedThings,A,1,1,7,0.88,0,,,
AntiVaxxer,4,MindsAndAgents,A,1,0,2,0.88,0,,,
AntiViralMedicine,4,PhysicalWorld,B,1,1,25,0.83,0,,,
Anus,4,PhysicalWorld,A,2,0,2,0.88,0,,,
ApartmentUnit,4,CreatedThings,D,10,0,1,0.85,1,polysemy(high),,
Ape,4,LivingThings,D,26,0,3,0.85,1,polysemy(high),,
Aperitif,4,CreatedThings,A,1,1,4,0.88,0,,,
ApocalypticCognitionSignal,4,Information,B,0,0,79,0.83,0,,,
Apologizing,4,MindsAndAgents,B,1,0,14,0.83,0,,,
ApostolicChurch,4,MindsAndAgents,B,1,0,18,0.83,0,,,
ApostoliskChurch,4,MindsAndAgents,B,1,0,18,0.83,0,,,
AppealsCourt,4,MindsAndAgents,A,2,0,3,0.88,0,,,
Apple,4,LivingThings,C,27,0,14,0.76,2,polysemy(high); combined(critical),,
AppleOrchard,4,PhysicalWorld,A,1,0,0,0.88,0,,,
ApplyingTourniquet,4,MindsAndAgents,B,1,0,12,0.83,0,,,
Appointing,4,MindsAndAgents,A,4,1,7,0.88,0,,,
Appraisal,4,Information,A,1,16,4,0.88,1,dense_siblings(medium),,
AppraisalAsExpected,4,Information,A,1,0,0,0.88,0,,,
AppraisalOfAvoidabilityOfConsequences,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfCausalAgency,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfCausalIntent,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfCongruenceWithIdeals,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfDangerousness,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfDesirabilityOfConsequences,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfExpectedness,4,Information,B,1,1,15,0.83,0,,,
AppraisalOfFamiliarity,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfGoalImportance,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfJusticeOfTreatment,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfLoss,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfPleasantness,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfPredictability,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfSocialAttention,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfSuddenness,4,Information,B,1,0,15,0.83,0,,,
AppraisalOfUrgency,4,Information,B,1,0,15,0.83,0,,,
Apron,4,CreatedThings,B,1,0,17,0.83,0,,,
AquaticMammal,4,LivingThings,D,50,0,9,0.85,1,polysemy(high),,
Arachnid,4,LivingThings,D,50,1,3,0.85,1,polysemy(high),,
ArchaealCell,4,LivingThings,A,1,0,0,0.88,0,,,
Argon,4,PhysicalWorld,B,1,0,112,0.83,0,,,
Arguing,4,MindsAndAgents,C,6,0,14,0.76,2,polysemy(medium); combined(critical),,
ArmedReconnaissance,4,MindsAndAgents,A,1,0,3,0.88,0,,,
Army,4,MindsAndAgents,A,2,0,1,0.88,0,,,
ArrowKey,4,CreatedThings,A,1,4,4,0.88,0,,,
Arsenic,4,PhysicalWorld,B,1,0,112,0.83,0,,,
Arsine,4,PhysicalWorld,A,1,0,2,0.88,0,,,
Artery,4,LivingThings,D,43,1,2,0.85,1,polysemy(high),,
ArtifactPackage,4,CreatedThings,B,1,1,18,0.83,0,,,
ArtilleryBattery,4,MindsAndAgents,A,1,0,2,0.88,0,,,
ArtilleryCannon,4,CreatedThings,A,3,0,2,0.88,0,,,
ArtisticOccupation,4,Information,B,1,1,11,0.83,0,,,
ArtMuseum,4,MindsAndAgents,A,2,0,0,0.88,0,,,
ArtSchool,4,MindsAndAgents,A,1,0,6,0.88,0,,,
ArtStudio,4,CreatedThings,A,1,0,0,0.88,0,,,
Arugula,4,LivingThings,A,1,0,5,0.88,0,,,
AscensionThursday,4,PhysicalWorld,B,2,0,10,0.83,0,,,
AsexualReproduction,4,LivingThings,D,40,0,1,0.85,1,polysemy(high),,
AskoW6324,4,CreatedThings,A,1,0,1,0.88,0,,,
AspenTree,4,LivingThings,B,1,0,14,0.83,0,,,
Asphalt,4,CreatedThings,A,1,0,2,0.88,0,,,
Asphyxiation,4,LivingThings,A,1,0,1,0.88,0,,,
Aspirin,4,PhysicalWorld,A,1,0,2,0.88,0,,,
AssaultAmphibianBatallion,4,MindsAndAgents,A,1,0,2,0.88,0,,,
AssaultAmphibianPlatoon,4,MindsAndAgents,A,1,0,5,0.88,0,,,
AssaultAmphibianUnit,4,MindsAndAgents,B,1,2,10,0.83,0,,,
AssembliesOfGod,4,MindsAndAgents,B,1,0,18,0.83,0,,,
AssessmentDesignPattern,4,Information,A,1,0,2,0.88,0,,,
AssetAllocation,4,MindsAndAgents,B,1,0,34,0.83,0,,,
AssociatedPresbyterianChurch,4,MindsAndAgents,B,1,0,11,0.83,0,,,
AssociativeFunction,4,Information,A,1,0,1,0.88,0,,,
Astatine,4,PhysicalWorld,B,1,0,112,0.83,0,,,
AstroturfingSignal,4,Information,B,1,0,79,0.83,0,,,
AsymmetricRelation,4,Information,A,1,2,0,0.88,0,,,
Atoll,4,PhysicalWorld,A,1,0,0,0.88,0,,,
Atom,4,PhysicalWorld,C,14,1,112,0.76,2,polysemy(high); combined(critical),,
AtomicGroup,4,PhysicalWorld,B,1,0,23,0.83,0,,,
AtomicNucleus,4,PhysicalWorld,A,1,0,3,0.88,0,,,
AttentionLayer,4,CreatedThings,A,1,0,4,0.88,0,,,
AttractorDynamicsSignal,4,Information,B,1,0,79,0.83,0,,,
Auctioning,4,MindsAndAgents,A,2,0,0,0.88,0,,,
AudioAmplifier,4,CreatedThings,A,1,0,2,0.88,0,,,
AudioCassette,4,CreatedThings,A,2,0,3,0.88,0,,,
AudioInput,4,MindsAndAgents,A,1,1,6,0.88,0,,,
AudioInputControl,4,MindsAndAgents,A,1,0,0,0.88,0,,,
AudioVisualDataStorageDevice,4,CreatedThings,A,1,1,2,0.88,0,,,
AudioVisualFile,4,Information,A,1,0,7,0.88,0,,,
AuditoriumSeat,4,CreatedThings,A,2,0,3,0.88,0,,,
AuthorizationOfTransaction,4,MindsAndAgents,A,1,3,5,0.88,0,,,
AutoAirbag,4,CreatedThings,A,1,0,1,0.88,0,,,
AutoimmuneVasculitis,4,LivingThings,B,1,0,13,0.83,0,,,
AutomaticTransaction,4,MindsAndAgents,B,1,0,34,0.83,0,,,
AutomobileTransmission,4,CreatedThings,A,3,0,1,0.88,0,,,
AutonomousCar,4,CreatedThings,A,1,0,1,0.88,0,,,
AvalancheProcess,4,PhysicalWorld,A,3,0,4,0.88,0,,,
Avocado,4,LivingThings,B,1,0,14,0.83,0,,,
AvocadoOil,4,PhysicalWorld,B,1,0,12,0.83,0,,,
Awarding,4,MindsAndAgents,A,4,0,1,0.88,0,,,
Axid,4,PhysicalWorld,A,1,0,1,0.88,0,,,
Azulfidine,4,PhysicalWorld,A,1,0,0,0.88,0,,,
BabyMonitoringSystem,4,CreatedThings,A,1,0,0,0.88,0,,,
Bacardi,4,CreatedThings,A,1,0,0,0.88,0,,,
BacillusAnthracis,4,LivingThings,B,1,0,27,0.83,0,,,
BacillusCereus,4,LivingThings,B,1,0,27,0.83,0,,,
Bacitracin,4,PhysicalWorld,A,1,0,0,0.88,0,,,
Bacon,4,CreatedThings,A,4,0,0,0.88,0,,,
BacterialDisease,4,Information,A,1,0,2,0.88,0,,,
Bag,4,CreatedThings,C,15,0,18,0.76,2,polysemy(high); combined(critical),,
Bagel,4,PhysicalWorld,A,2,0,1,0.88,0,,,
Baileys,4,CreatedThings,A,1,0,6,0.88,0,,,
Baking,4,MindsAndAgents,A,2,1,6,0.88,0,,,
Ball,4,CreatedThings,D,23,9,3,0.85,1,polysemy(high),,
BallisticMissile,4,CreatedThings,A,1,0,7,0.88,0,,,
BallJoint,4,CreatedThings,A,1,0,4,0.88,0,,,
Balloon,4,CreatedThings,A,4,1,9,0.88,0,,,
BalloonLoan,4,Information,B,1,0,13,0.83,0,,,
BalsaTree,4,LivingThings,B,1,0,14,0.83,0,,,
BalsaWood,4,CreatedThings,B,1,0,11,0.83,0,,,
Bamboo,4,LivingThings,D,14,0,2,0.85,1,polysemy(high),,
Banana,4,LivingThings,A,1,0,9,0.88,0,,,
BankAccountNumber,4,Information,A,1,0,0,0.88,0,,,
BankCard,4,Information,A,3,4,8,0.88,0,,,
BankCardPayment,4,MindsAndAgents,A,1,0,4,0.88,0,,,
BankTermLoan,4,Information,B,1,0,13,0.83,0,,,
BaptistChurch,4,MindsAndAgents,B,1,9,27,0.83,0,,,
Baptistsamfundet,4,MindsAndAgents,A,1,0,8,0.88,0,,,
BaptistUnionOfGB,4,MindsAndAgents,A,1,0,8,0.88,0,,,
BaptistUnionOfIreland,4,MindsAndAgents,A,1,0,8,0.88,0,,,
BaptistUnionOfScotland,4,MindsAndAgents,A,1,0,8,0.88,0,,,
BaptistUnionOfWales,4,MindsAndAgents,A,1,0,8,0.88,0,,,
BargainSale,4,MindsAndAgents,A,1,0,3,0.88,0,,,
BargeCarrierShip,4,CreatedThings,B,1,0,14,0.83,0,,,
Barium,4,PhysicalWorld,B,1,0,112,0.83,0,,,
Barking,4,PhysicalWorld,D,5,0,8,0.85,1,polysemy(medium),,
BarleyGrain,4,LivingThings,A,2,0,7,0.88,0,,,
BarleyGrass,4,LivingThings,A,1,0,7,0.88,0,,,
BarometricAltimeter,4,CreatedThings,A,1,0,2,0.88,0,,,
Bartender,4,Information,B,2,0,11,0.83,0,,,
Base,4,CreatedThings,A,1,0,2,0.88,0,,,
Baseball,4,CreatedThings,C,5,0,11,0.76,2,polysemy(medium); combined(critical),,
BaseballField,4,CreatedThings,A,1,0,9,0.88,0,,,
BaseballHit,4,MindsAndAgents,A,3,2,8,0.88,0,,,
BaseballRun,4,MindsAndAgents,A,2,1,2,0.88,0,,,
BaseballSingle,4,MindsAndAgents,A,2,0,1,0.88,0,,,
BaseballSteal,4,MindsAndAgents,A,1,0,3,0.88,0,,,
BaseballStrike,4,MindsAndAgents,A,1,0,3,0.88,0,,,
BaseballTeam,4,MindsAndAgents,A,3,0,8,0.88,0,,,
BaseballWalk,4,MindsAndAgents,A,2,0,3,0.88,0,,,
Basement,4,CreatedThings,A,1,0,0,0.88,0,,,
Basil,4,PhysicalWorld,A,1,0,4,0.88,0,,,
Basket,4,CreatedThings,A,1,0,3,0.88,0,,,
BasketBall,4,CreatedThings,A,1,0,8,0.88,0,,,
Basketball,4,CreatedThings,B,2,0,11,0.83,0,,,
BasketballTeam,4,MindsAndAgents,A,1,0,8,0.88,0,,,
BathBodyCareAppliance,4,CreatedThings,A,1,2,1,0.88,0,,,
Bathing,4,MindsAndAgents,D,7,0,0,0.85,1,polysemy(medium),,
Bathroom,4,CreatedThings,B,2,0,16,0.83,0,,,
BathTub,4,CreatedThings,B,2,1,10,0.83,0,,,
BathypelagicZone,4,PhysicalWorld,A,1,0,4,0.88,0,,,
Battalion,4,MindsAndAgents,B,1,2,10,0.83,0,,,
Battle,4,MindsAndAgents,C,50,0,12,0.76,2,polysemy(high); combined(critical),,
Bay,4,PhysicalWorld,D,34,0,3,0.85,1,polysemy(high),,
BeamRidingGMissile,4,CreatedThings,A,1,1,2,0.88,0,,,
Bean,4,LivingThings,D,23,1,5,0.85,1,polysemy(high),,
Bearing,4,CreatedThings,A,3,0,4,0.88,0,,,
BecomingPale,4,LivingThings,B,1,0,13,0.83,0,,,
Bedroom,4,CreatedThings,B,1,0,16,0.83,0,,,
Bee,4,LivingThings,C,27,1,10,0.76,2,polysemy(high); combined(critical),,
BeechTree,4,LivingThings,B,1,0,14,0.83,0,,,
BeechWood,4,CreatedThings,B,1,0,10,0.83,0,,,
Beef,4,CreatedThings,C,36,1,11,0.76,2,polysemy(high); combined(critical),,
Beets,4,LivingThings,B,1,0,10,0.83,0,,,
BeliefGroup,4,MindsAndAgents,C,50,4,11,0.76,2,polysemy(high); combined(critical),,
Bell,4,CreatedThings,D,14,0,2,0.85,1,polysemy(high),,
Belt,4,CreatedThings,C,7,0,17,0.76,2,polysemy(medium); combined(critical),,
Benelysta,4,PhysicalWorld,A,1,0,2,0.88,0,,,
Benzodiazepine,4,PhysicalWorld,A,1,3,1,0.88,0,,,
Bequeathing,4,MindsAndAgents,A,4,0,1,0.88,0,,,
BerkeleySoftwareDistribution,4,CreatedThings,A,1,0,4,0.88,0,,,
Berkelium,4,PhysicalWorld,B,1,0,112,0.83,0,,,
Berry,4,LivingThings,B,1,12,14,0.83,1,dense_siblings(medium),,
Beryllium,4,PhysicalWorld,B,1,0,112,0.83,0,,,
BesselsEquation,4,Information,A,1,0,1,0.88,0,,,
BestOffering,4,MindsAndAgents,A,1,0,0,0.88,0,,,
BetaBlocker,4,PhysicalWorld,B,1,1,25,0.83,0,,,
Betting,4,MindsAndAgents,C,11,0,34,0.76,2,polysemy(high); combined(critical),,
BevelGear,4,CreatedThings,A,1,0,3,0.88,0,,,
BGM71TOW,4,CreatedThings,A,1,0,0,0.88,0,,,
BiasAwarenessSignal,4,Information,B,0,0,79,0.83,0,,,
Bicycle,4,CreatedThings,A,3,0,0,0.88,0,,,
Bidding,4,MindsAndAgents,A,1,0,4,0.88,0,,,
Bilberry,4,LivingThings,B,1,0,11,0.83,0,,,
BinaryNumber,4,PhysicalWorld,A,1,0,4,0.88,0,,,
BiochemicalAttack,4,MindsAndAgents,A,1,0,3,0.88,0,,,
BiodiversityIssue,4,Information,A,1,0,4,0.88,0,,,
Biography,4,Information,A,2,0,0,0.88,0,,,
BiologicalAgent,4,PhysicalWorld,D,10,1,2,0.85,1,polysemy(high),,
BiologicalConception,4,LivingThings,B,1,0,12,0.83,0,,,
BiologicalNetwork,4,Information,A,1,0,2,0.88,0,,,
BiologicalWeapon,4,CreatedThings,A,1,0,1,0.88,0,,,
BiometricData,4,Information,A,1,0,3,0.88,0,,,
BiometricIdentifying,4,MindsAndAgents,A,1,0,3,0.88,0,,,
Biopolymer,4,PhysicalWorld,A,1,2,1,0.88,0,,,
Biopsy,4,MindsAndAgents,B,2,0,22,0.83,0,,,
BIPAPVentilator,4,CreatedThings,A,1,0,1,0.88,0,,,
BirchTree,4,LivingThings,B,1,0,14,0.83,0,,,
BirchWood,4,CreatedThings,B,1,0,10,0.83,0,,,
Bird,4,LivingThings,D,50,6,1,0.85,1,polysemy(high),,
BirdEgg,4,CreatedThings,D,9,0,0,0.85,1,polysemy(medium),,
Birth,4,PhysicalWorld,C,50,0,33,0.76,2,polysemy(high); combined(critical),,
BirthdayNotification,4,Information,A,1,0,0,0.88,0,,,
Bismuth,4,PhysicalWorld,B,1,0,112,0.83,0,,,
Biting,4,PhysicalWorld,A,2,0,1,0.88,0,,,
BjtTransistor,4,CreatedThings,A,1,2,1,0.88,0,,,
Blackberry,4,LivingThings,B,1,0,11,0.83,0,,,
BlackCherryTree,4,LivingThings,B,1,0,14,0.83,0,,,
Blackcurrent,4,LivingThings,B,1,0,11,0.83,0,,,
BlackPepper,4,PhysicalWorld,A,1,0,9,0.88,0,,,
BleederValve,4,CreatedThings,A,1,0,7,0.88,0,,,
Bleedout,4,PhysicalWorld,A,1,0,1,0.88,0,,,
